NAME,Male_under_5E,Male_under_5M,Male_5_to_9E,Male_5_to_9M,Male_10_to_14E,Male_10_to_14M,Male_15_to_17E,Male_15_to_17M,Female_under_5E,Female_under_5M,Female_5_to_9E,Female_5_to_9M,Female_10_to_14E,Female_10_to_14M,Female_15_to_17E,Female_15_to_17M,Sex_By_Age_TotalE,Sex_By_Age_TotalM,Male_65_to_66E,Male_65_to_66M,Male_67_to_69E,Male_67_to_69M,Male_70_to_74E,Male_70_to_74M,Male_75_to_79E,Male_75_to_79M,Male_80_to_84E,Male_80_to_84M,Male_85_and_overE,Male_85_and_overM,Female_65_to_66E,Female_65_to_66M,Female_67_to_69E,Female_67_to_69M,Female_70_to_74E,Female_70_to_74M,Female_75_to_79E,Female_75_to_79M,Female_80_to_84E,Female_80_to_84M,Female_85_and_overE,Female_85_and_overM,Median_AgeE,Median_AgeM,AsianAloneE,AsianAloneM,BlackAloneE,BlackAloneM,GEO_ID,state,county,tract,block group,WhiteAloneE,WhiteAloneM,HispanicAloneE,HispanicAloneM,AmericanIndianAloneE,AmericanIndianAloneM,NativeHawaiianAloneE,NativeHawaiianAloneM,SomeOtherRaceAloneE,SomeOtherRaceAloneM,TwoorMoreRacesAloneE,TwoorMoreRacesAloneM,TwoorMoreRacesIncludingSomeotherRaceAloneE,TwoorMoreRacesIncludingSomeotherRaceAloneM,TwoorMoreRacesExcludingSomeotherRaceAloneE,TwoorMoreRacesExcludingSomeotherRaceAloneM,TotalRaceE,TotalRaceM,DroveAloneE,DroveAloneM,TotalTransportationE,TotalTransportationM,Drove_20_to_24E,Drove_20_to_24M,Drove_25_to_29E,Drove_25_to_29M,Drove_30_to_34E,Drove_30_to_34M,Drove_35_to_44E,Drove_35_to_44M,Drove_45_to_59E,Drove_45_to_59M,Drove_60_or_MoreE,Drove_60_or_MoreM,Kindergaten_MaleE,Kindergaten_MaleM,Grade_1_to_4_MaleE,Grade_1_to_4_MaleM,Grade_5_to_8_MaleE,Grade_5_to_8_MaleM,Grade_9_to_12_MaleE,Grade_9_to_12_MaleM,Kindergaten_FemaleE,Kindergaten_FemaleM,Grade_1_to_4_FemaleE,Grade_1_to_4_FemaleM,Grade_5_to_8_FemaleE,Grade_5_to_8_FemaleM,Grade_9_to_12_FemaleE,Grade_9_to_12_FemaleM,Kindergaten_TotalMaleE,Kindergaten_TotalMaleM,Grade_1_to_4_TotalMaleE,Grade_1_to_4_TotalMaleM,Grade_5_to_8_TotalMaleE,Grade_5_to_8_TotalMaleM,Grade_9_to_12_TotalMaleE,Grade_9_to_12_TotalMaleM,Kindergaten_TotalFemaleE,Kindergaten_TotalFemaleM,Grade_1_to_4_TotalFemaleE,Grade_1_to_4_TotalFemaleM,Grade_5_to_8_TotalFemaleE,Grade_5_to_8_TotalFemaleM,Grade_9_to_12_TotalFemaleE,Grade_9_to_12_TotalFemaleM,NoSchoolingE,NoSchoolingM,HighSchoolDiplomaE,HighSchoolDiplomaM,GEDorAlternativeE,GEDorAlternativeM,SomeCollegeLessThan1YearE,SomeCollegeLessThan1YearM,SomeCollege1orMoreYearsNoDegreeE,SomeCollege1orMoreYearsNoDegreeM,AssociateDegreeE,AssociateDegreeM,BachelorsDegreeE,BachelorsDegreeM,MastersDegreeE,MastersDegreeM,ProfessionalSchoolDegreeE,ProfessionalSchoolDegreeM,DoctorateDegreeE,DoctorateDegreeM,TotalEducationAttainmentE,TotalEducationAttainmentM,MedianHouseholdIncomeE,MedianHouseholdIncomeM,VeteranE,VeteranM,TotalVeteranE,TotalVeteranM,CivilianInLaborForceEmployedE,CivilianInLaborForceEmployedM,TotalInLaborForceE,TotalInLaborForceM,VacantE,VacantM,TotalOccupancyE,TotalOccupancyM,OccupiedE,OccupiedM,RenterOccupiedNoVehicleE,RenterOccupiedNoVehicleM,OwnerOccupiedNoVehicleE,OwnerOccupiedNoVehicleM,TotalVehicleByTenureE,TotalVehicleByTenureM,TotalGrossRentE,TotalGrossRentM,OwnerOccupiedE,OwnerOccupiedM,TotalOwnerOccupiedE,TotalOwnerOccupiedM,BroadbandE,BroadbandM,TotalBroadbandE,TotalBroadbandM
"Block Group 4, Census Tract 206.01, Union County, North Carolina",49,59,54,49,70,58,24,27,90,83,106,94,92,79,33,48,1503,396,0,13,27,32,14,20,7,11,0,13,0,13,6,12,7,11,0,13,0,13,0,13,24,37,32.0,12.0,0,13,170,138,1500000US371790206014,37,179,020601,4,189,139,1144,353,0,13,0,13,0,13,0,13,0,13,0,13,1503,396,309,104,635,163,25,39,89,83,42,47,88,119,57,53,62,66,0,13,5,9,0,13,0,13,0,13,0,13,0,13,23,42,0,13,54,49,70,58,24,27,29,49,86,60,83,71,42,54,49,52,290,126,31,34,33,34,55,77,0,13,11,16,11,21,0,13,0,13,813,218,40912.0,14627.0,31,39,985,227,665,159,684,164,0,13,435,128,435,128,44,74,21,38,435,128,263,112,172,82,435,128,187,73,435,128
"Block Group 1, Census Tract 206.02, Union County, North Carolina",170,138,96,59,93,62,46,55,66,54,112,68,46,45,78,58,2106,600,0,13,17,26,0,13,54,44,0,13,7,11,0,13,32,44,24,16,0,13,103,75,20,21,31.0,12.0,0,13,643,209,1500000US371790206021,37,179,020602,1,596,389,713,448,0,13,0,13,127,188,27,35,0,13,27,35,2106,600,571,208,758,243,149,96,17,23,48,46,38,50,25,38,21,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,74,60,19,30,101,85,0,13,95,56,25,37,78,58,58,53,206,93,94,82,12,20,150,92,102,64,146,103,0,13,0,13,0,13,1134,250,33212.0,4431.0,35,35,1399,349,768,245,868,247,141,78,828,156,687,147,84,72,34,29,687,147,458,129,229,88,687,147,258,100,687,147
"Block Group 2, Census Tract 206.02, Union County, North Carolina",0,13,32,32,51,44,15,24,23,29,15,22,20,26,0,13,1497,389,4,7,59,43,31,28,37,32,14,20,33,25,18,20,20,19,32,26,61,67,28,27,139,91,46.0,12.0,3,5,61,47,1500000US371790206022,37,179,020602,2,841,251,584,335,0,13,0,13,0,13,8,16,0,13,8,16,1497,389,556,264,675,280,76,51,40,46,151,130,0,13,96,90,19,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,28,51,44,26,42,0,13,27,28,8,16,0,13,56,65,467,228,10,17,34,37,63,50,84,56,160,107,69,43,39,43,41,49,1196,276,84669.0,15997.0,68,46,1341,335,684,279,702,276,0,13,501,143,501,143,86,89,24,27,501,143,117,88,384,99,501,143,276,86,501,143
"Block Group 3, Census Tract 206.02, Union County, North Carolina",11,18,28,43,0,13,0,13,22,26,12,18,0,13,0,13,1139,362,17,23,6,10,52,32,31,40,17,26,4,8,9,14,45,31,58,41,13,16,18,26,31,31,51.0,7.0,7,12,75,55,1500000US371790206023,37,179,020602,3,828,291,178,179,0,13,0,13,0,13,51,57,0,13,51,57,1139,362,365,146,612,247,67,35,10,17,100,100,58,57,75,90,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,175,125,65,51,34,34,63,36,110,70,196,125,33,25,65,42,0,13,962,304,70150.0,28650.0,74,46,1038,327,656,294,691,303,26,40,467,144,441,146,10,15,59,87,441,146,133,96,308,107,441,146,282,106,441,146
"Block Group 1, Census Tract 207.01, Union County, North Carolina",9,15,74,53,40,35,14,18,143,98,77,54,41,46,8,14,1900,473,4,6,6,9,50,52,20,21,7,10,14,15,22,27,6,9,12,15,12,17,13,14,108,150,31.0,8.0,0,13,799,329,1500000US371790207011,37,179,020701,1,919,280,150,142,0,13,0,13,0,13,32,34,0,13,32,34,1900,473,726,221,817,235,53,37,8,13,53,44,145,101,103,65,47,42,37,34,0,13,40,35,0,13,0,13,0,13,58,47,0,13,37,34,6,9,40,35,20,21,40,47,0,13,78,56,8,14,38,49,245,110,29,33,59,43,316,134,136,73,204,154,34,28,7,12,7,11,1140,289,40687.0,11537.0,174,76,1494,346,908,243,998,269,107,64,784,198,677,197,29,41,0,13,677,197,150,68,527,187,677,197,483,183,677,197
"Block Group 2, Census Tract 207.01, Union County, North Carolina",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1241,310,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20.0,0.0,36,40,131,85,1500000US371790207012,37,179,020701,2,973,257,67,53,0,13,0,13,3,6,31,40,0,13,31,40,1241,310,242,139,465,158,20,26,8,16,17,22,18,24,26,34,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,22,,,0,13,1241,310,477,163,509,169,20,27,74,52,54,47,0,13,0,13,54,47,54,47,0,13,54,47,40,42,54,47
"Block Group 3, Census Tract 207.01, Union County, North Carolina",153,106,97,96,121,73,50,41,182,121,126,82,104,86,95,84,2792,601,0,13,29,30,29,27,62,67,0,13,13,18,54,53,59,43,6,9,80,123,25,26,0,13,28.0,10.0,37,57,1068,488,1500000US371790207013,37,179,020701,3,909,300,582,373,0,13,0,13,34,49,162,134,0,13,162,134,2792,601,830,249,1057,282,108,69,43,35,168,87,59,49,125,107,77,43,0,13,0,13,0,13,0,13,0,13,12,18,17,27,0,13,8,16,62,49,87,64,42,36,25,34,89,58,107,89,104,83,27,28,329,161,21,25,157,102,218,122,142,72,181,87,119,66,10,16,11,13,1474,337,55313.0,22434.0,120,66,1864,378,1273,303,1337,330,25,40,905,176,880,168,30,44,14,22,880,168,232,86,648,172,880,168,602,130,880,168
"Block Group 1, Census Tract 207.02, Union County, North Carolina",102,67,42,32,120,56,39,33,64,43,66,43,53,37,41,36,2181,347,25,34,19,17,131,62,16,18,0,13,20,21,26,30,56,35,21,17,7,11,41,41,7,10,36.0,9.0,0,13,722,188,1500000US371790207021,37,179,020702,1,1005,257,365,184,6,12,0,13,0,13,83,66,0,13,83,66,2181,347,689,170,847,194,136,74,68,45,65,44,77,76,65,48,71,40,0,13,6,10,0,13,5,8,0,13,0,13,0,13,0,13,6,10,36,30,83,56,29,20,24,28,37,35,40,29,51,48,0,13,408,109,54,28,125,75,276,120,67,52,139,77,42,32,31,31,0,13,1523,232,53942.0,13196.0,63,40,1654,248,872,204,887,209,64,42,689,110,625,114,7,11,4,7,625,114,198,80,427,87,625,114,449,92,625,114
"Block Group 2, Census Tract 207.02, Union County, North Carolina",174,121,63,56,79,51,11,16,36,33,53,55,61,66,54,51,2254,525,75,49,57,37,31,23,36,27,8,13,15,20,24,30,62,39,36,32,101,47,7,11,18,18,40.0,7.0,110,86,32,52,1500000US371790207022,37,179,020702,2,1861,497,238,204,0,13,0,13,0,13,13,20,0,13,13,20,2254,525,767,171,858,179,50,42,31,31,202,117,43,42,36,33,176,97,0,13,0,13,0,13,0,13,31,47,0,13,0,13,8,12,21,26,50,52,46,44,31,36,31,47,41,40,44,49,48,43,68,36,470,173,143,123,145,73,226,103,103,59,149,82,36,34,0,13,0,13,1529,325,58125.0,12967.0,95,54,1723,346,878,180,1055,265,62,61,825,141,763,146,0,13,8,14,763,146,167,116,596,110,763,146,437,102,763,146
"Block Group 1, Census Tract 208, Union County, North Carolina",22,28,53,41,34,33,11,17,14,21,96,133,22,28,13,15,839,291,0,13,0,13,16,18,7,10,6,10,10,16,0,13,0,13,17,18,19,21,0,13,18,20,34.0,6.0,7,11,36,37,1500000US371790208001,37,179,020800,1,796,295,0,13,0,13,0,13,0,13,0,13,0,13,0,13,839,291,421,175,427,173,136,70,0,13,126,114,12,21,15,15,43,37,20,26,0,13,21,27,9,15,10,16,0,13,0,13,29,31,20,26,33,37,34,33,39,53,10,16,45,68,0,13,35,32,0,13,126,85,23,26,108,81,69,42,77,45,57,49,14,18,0,13,0,13,493,151,78056.0,38368.0,60,40,574,175,427,173,447,171,26,42,292,77,266,73,0,13,0,13,266,73,33,31,233,70,266,73,175,72,266,73
"Block Group 2, Census Tract 208, Union County, North Carolina",41,69,0,13,0,13,9,15,0,13,23,26,28,45,20,26,1236,325,50,51,42,25,29,27,0,13,7,15,6,12,19,21,31,31,72,63,18,23,26,29,50,46,54.0,8.0,9,15,727,281,1500000US371790208002,37,179,020800,2,422,164,70,96,0,13,2,5,0,13,6,13,0,13,6,13,1236,325,525,225,541,227,141,92,0,13,164,132,0,13,69,66,29,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,55,0,13,15,23,28,45,20,26,26,23,290,148,50,42,69,53,87,56,80,47,78,60,42,45,0,13,0,13,851,231,50257.0,12563.0,71,57,1115,282,561,229,576,224,62,46,467,115,405,108,0,13,6,13,405,108,69,45,336,111,405,108,267,98,405,108
"Block Group 3, Census Tract 208, Union County, North Carolina",66,75,32,24,68,51,8,13,0,13,3,5,99,78,43,35,1186,360,18,27,9,16,29,33,27,30,0,13,0,13,4,6,21,18,11,19,21,38,21,34,12,19,36.0,8.0,0,13,434,354,1500000US371790208003,37,179,020800,3,589,214,133,140,0,13,0,13,0,13,30,41,0,13,30,41,1186,360,391,150,421,164,56,46,70,63,34,26,7,14,47,51,28,34,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,11,13,15,20,51,42,23,26,0,13,13,18,71,77,61,51,0,13,267,110,36,31,57,39,163,90,89,70,59,52,0,13,0,13,0,13,787,225,52794.0,17826.0,97,59,867,257,487,166,623,241,33,38,423,111,390,103,29,32,0,13,390,103,159,71,231,89,390,103,212,86,390,103
"Block Group 4, Census Tract 208, Union County, North Carolina",65,42,107,79,29,40,60,57,79,49,30,32,66,63,57,61,2023,524,24,29,0,13,44,39,0,13,8,13,0,13,16,27,5,9,13,20,152,147,0,13,34,54,31.0,6.0,0,13,926,377,1500000US371790208004,37,179,020800,4,1026,445,47,35,0,13,0,13,0,13,24,30,0,13,24,30,2023,524,689,196,866,262,169,115,20,20,162,82,37,33,63,43,96,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,32,69,50,0,13,89,93,15,23,31,32,55,53,53,52,205,161,344,128,76,57,44,37,138,73,82,46,132,81,17,27,0,13,4,6,1209,269,37083.0,20821.0,13,16,1530,398,974,290,1026,293,59,64,742,166,683,165,38,41,0,13,683,165,139,62,544,162,683,165,526,171,683,165
"Block Group 5, Census Tract 208, Union County, North Carolina",18,16,39,61,81,83,13,16,0,13,0,13,0,13,19,23,986,314,23,40,181,208,34,51,39,30,10,16,13,17,0,13,32,37,22,23,29,26,0,13,0,13,57.0,8.0,0,13,69,58,1500000US371790208005,37,179,020800,5,917,311,0,13,0,13,0,13,0,13,0,13,0,13,0,13,986,314,356,145,410,157,124,82,36,48,36,32,19,23,23,24,45,41,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,68,70,29,39,13,16,0,13,0,13,0,13,19,23,0,13,235,95,19,22,25,37,240,214,115,69,103,69,6,11,0,13,0,13,798,272,53750.0,40331.0,90,59,816,273,435,160,435,160,0,13,466,224,466,224,0,13,0,13,466,224,78,55,388,221,466,224,200,87,466,224
"Block Group 1, Census Tract 209.01, Union County, North Carolina",133,89,78,56,45,41,20,23,37,29,50,42,47,35,46,44,2149,480,25,31,19,20,52,37,10,16,30,50,9,15,25,27,57,35,110,73,39,65,21,23,22,26,41.0,8.0,48,75,146,92,1500000US371790209011,37,179,020901,1,1523,391,427,298,0,13,0,13,0,13,5,11,0,13,5,11,2149,480,793,221,931,235,31,37,126,89,133,68,114,70,88,62,142,106,8,15,0,13,0,13,9,13,0,13,0,13,7,13,0,13,19,24,52,50,23,24,69,47,0,13,50,42,41,35,86,70,12,18,536,158,93,55,106,65,245,114,66,44,89,52,42,48,4,13,0,13,1479,286,59352.0,8555.0,118,51,1693,330,972,249,1013,259,54,59,810,144,756,141,14,18,10,16,756,141,95,63,661,132,756,141,499,119,756,141
"Block Group 2, Census Tract 209.01, Union County, North Carolina",56,57,93,74,31,28,14,20,9,15,8,15,42,69,8,15,1408,585,47,53,17,13,21,20,7,10,0,13,0,13,16,18,1,2,17,18,42,38,10,17,0,13,52.0,24.0,0,13,16,20,1500000US371790209012,37,179,020901,2,1391,586,1,2,0,13,0,13,0,13,0,13,0,13,0,13,1408,585,364,162,452,171,55,48,47,41,63,54,52,60,66,51,146,96,0,13,8,14,10,16,0,13,0,13,0,13,0,13,0,13,8,12,64,65,18,21,41,38,0,13,0,13,42,69,8,15,7,13,249,116,39,41,94,69,317,311,225,215,43,31,19,22,0,13,0,13,1093,523,27469.0,16443.0,71,54,1147,536,470,169,560,187,25,42,645,305,620,304,27,43,10,15,620,304,79,59,541,296,620,304,480,309,620,304
"Block Group 3, Census Tract 209.01, Union County, North Carolina",0,13,22,19,39,41,49,51,8,14,25,42,38,31,71,64,1702,513,8,11,41,44,18,20,29,25,0,13,0,13,24,21,35,44,21,22,0,13,15,17,10,15,47.0,3.0,19,22,69,74,1500000US371790209013,37,179,020901,3,1518,484,37,44,0,13,0,13,0,13,59,65,0,13,59,65,1702,513,852,321,876,327,201,141,59,64,94,58,69,110,37,44,91,61,0,13,9,14,0,13,26,42,0,13,0,13,11,18,25,41,0,13,30,23,31,40,49,51,0,13,35,46,28,26,71,64,10,15,293,129,31,29,43,38,265,163,91,60,178,122,9,14,0,13,0,13,1282,402,49750.0,26425.0,54,37,1450,435,939,344,1006,404,89,72,738,158,649,163,22,25,0,13,649,163,224,144,425,108,649,163,258,105,649,163
"Block Group 1, Census Tract 209.02, Union County, North Carolina",124,128,51,49,189,197,46,81,0,13,55,69,106,98,0,13,2713,834,46,44,72,68,12,19,75,69,0,13,14,23,49,49,9,19,59,54,42,39,12,21,0,13,45.0,9.0,0,13,69,78,1500000US371790209021,37,179,020902,1,1963,659,681,594,0,13,0,13,0,13,0,13,0,13,0,13,2713,834,1108,412,1214,443,196,131,117,169,170,107,73,76,120,74,103,71,0,13,16,25,0,13,0,13,0,13,18,29,18,29,0,13,0,13,51,49,204,204,164,138,0,13,73,73,88,100,0,13,38,64,449,155,128,95,229,200,258,183,361,201,32,37,55,53,0,13,0,13,1977,532,53000.0,25184.0,226,130,2142,578,1249,456,1281,466,0,13,974,231,974,231,55,67,15,24,974,231,226,139,748,228,974,231,666,224,974,231
"Block Group 2, Census Tract 209.02, Union County, North Carolina",54,70,76,80,88,84,0,13,0,13,14,24,61,78,36,54,1584,497,0,13,53,76,45,45,0,13,0,13,0,13,0,13,160,122,79,78,0,13,0,13,0,13,44.0,11.0,0,13,61,78,1500000US371790209022,37,179,020902,2,1286,491,207,151,0,13,0,13,0,13,30,49,0,13,30,49,1584,497,579,192,622,194,66,83,15,27,150,102,77,68,154,102,120,97,0,13,0,13,0,13,18,28,0,13,1,3,0,13,48,75,31,39,90,141,41,45,20,28,0,13,15,24,12,20,84,93,148,121,304,143,0,13,37,45,328,226,48,51,161,157,64,57,30,39,12,19,1160,312,60550.0,18797.0,70,58,1255,350,693,230,778,250,0,13,541,146,541,146,0,13,0,13,541,146,140,101,401,119,541,146,299,100,541,146
"Block Group 3, Census Tract 209.02, Union County, North Carolina",56,81,27,42,63,79,52,82,17,29,56,81,10,18,20,35,984,504,19,30,0,13,11,19,0,13,0,13,0,13,0,13,31,37,11,20,0,13,0,13,0,13,34.0,13.0,0,13,0,13,1500000US371790209023,37,179,020902,3,946,494,38,65,0,13,0,13,0,13,0,13,0,13,0,13,984,504,509,286,555,294,165,112,64,77,142,166,96,107,26,39,30,35,0,13,27,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,42,18,29,97,154,0,13,0,13,10,18,47,59,0,13,84,90,0,13,27,30,163,108,77,65,105,67,49,47,0,13,0,13,590,260,125550.0,63765.0,62,82,683,308,570,292,570,292,48,77,346,138,298,138,0,13,0,13,298,138,0,13,298,138,298,138,157,66,298,138
"Block Group 4, Census Tract 209.02, Union County, North Carolina",95,102,73,58,0,13,17,27,47,73,91,76,74,66,0,13,1510,488,23,35,24,32,25,28,14,24,0,13,0,13,0,13,33,41,54,42,0,13,0,13,37,58,33.0,5.0,0,13,0,13,1500000US371790209024,37,179,020902,4,1482,493,0,13,0,13,0,13,0,13,28,48,0,13,28,48,1510,488,663,288,825,317,65,61,71,83,175,136,137,99,112,104,50,45,0,13,0,13,0,13,0,13,0,13,91,76,0,13,0,13,0,13,54,49,0,13,17,27,0,13,108,79,57,52,59,68,0,13,147,82,57,72,117,101,235,136,119,85,159,90,118,100,0,13,0,13,1039,297,55662.0,25788.0,75,54,1113,299,841,313,858,310,59,96,611,158,552,158,0,13,0,13,552,158,171,119,381,133,552,158,417,138,552,158
"Block Group 1, Census Tract 210.04, Union County, North Carolina",47,51,49,42,55,46,14,14,78,44,46,36,50,32,4,7,1499,237,5,7,24,23,33,29,17,16,5,8,6,9,11,16,12,20,50,36,15,13,0,13,5,8,41.0,4.0,115,135,150,158,1500000US371790210041,37,179,021004,1,1192,261,29,34,0,13,0,13,0,13,13,21,0,13,13,21,1499,237,648,169,703,173,49,38,15,18,87,72,118,78,44,34,129,70,0,13,0,13,0,13,0,13,0,13,2,5,7,11,10,17,6,10,43,43,49,45,36,32,0,13,34,22,42,28,21,22,0,13,174,92,33,40,85,47,89,41,100,61,310,130,165,83,46,44,0,13,1068,185,92679.0,41221.0,128,71,1156,189,798,172,819,171,57,58,614,103,557,96,20,33,15,22,557,96,115,64,442,90,557,96,451,94,557,96
"Block Group 2, Census Tract 210.04, Union County, North Carolina",0,13,73,48,128,75,284,173,63,45,53,49,226,80,80,63,2645,486,7,12,0,13,47,27,29,28,0,13,9,14,0,13,8,12,61,35,106,80,0,13,7,12,43.0,6.0,54,67,108,115,1500000US371790210042,37,179,021004,2,2157,461,258,193,0,13,0,13,0,13,68,68,22,35,46,56,2645,486,937,180,994,193,181,86,44,36,28,29,73,43,161,94,130,76,11,16,11,17,0,13,14,24,0,13,0,13,39,53,0,13,11,16,59,39,83,63,380,174,0,13,77,57,202,78,114,80,8,13,181,67,25,20,81,55,314,111,79,47,521,192,229,135,0,13,56,58,1582,286,94271.0,28610.0,76,40,1738,313,1266,251,1292,250,37,40,864,178,827,176,0,13,0,13,827,176,16,15,811,176,827,176,788,177,827,176
"Block Group 3, Census Tract 210.04, Union County, North Carolina",58,47,88,55,118,103,94,49,40,43,82,59,130,75,58,38,2447,401,12,15,0,13,25,26,24,26,0,13,0,13,0,13,5,8,31,25,19,25,18,21,0,13,41.0,3.0,77,80,255,136,1500000US371790210043,37,179,021004,3,1774,328,299,192,0,13,0,13,0,13,42,48,0,13,42,48,2447,401,890,280,1063,294,128,79,57,50,237,239,151,60,131,84,106,73,0,13,0,13,26,35,0,13,0,13,0,13,15,23,9,15,3,6,85,55,118,103,102,52,16,19,84,74,101,57,81,51,26,28,377,252,31,29,67,38,335,125,42,28,503,111,139,78,27,21,23,31,1601,298,106875.0,47853.0,268,253,1779,320,1341,304,1410,297,24,39,859,246,835,244,10,15,27,35,835,244,221,243,614,98,835,244,613,111,835,244
"Block Group 1, Census Tract 210.05, Union County, North Carolina",59,56,25,21,13,16,15,22,33,31,10,14,22,19,50,57,1750,290,23,22,33,32,127,116,24,24,13,19,9,15,66,49,10,16,19,21,43,31,50,53,19,23,44.0,7.0,0,13,161,118,1500000US371790210051,37,179,021005,1,1316,265,268,162,5,14,0,13,0,13,0,13,0,13,0,13,1750,290,765,197,880,223,108,58,63,49,52,37,118,80,173,101,11,17,0,13,0,13,0,13,0,13,0,13,0,13,10,15,25,38,8,12,17,20,34,36,47,42,0,13,11,12,14,17,75,52,15,23,446,160,126,59,36,32,252,114,49,38,201,91,54,47,14,23,38,57,1339,212,73006.0,16903.0,253,131,1498,235,944,220,1052,235,121,91,850,137,729,128,0,13,0,13,729,128,132,82,597,131,729,128,498,119,729,128
"Block Group 2, Census Tract 210.05, Union County, North Carolina",72,72,79,42,58,44,27,30,46,45,63,55,94,68,25,28,1892,388,8,13,12,15,33,38,44,48,23,25,0,13,24,22,7,14,81,73,39,53,29,28,0,13,35.0,9.0,0,13,34,39,1500000US371790210052,37,179,021005,2,1809,417,49,84,0,13,0,13,0,13,0,13,0,13,0,13,1892,388,661,225,803,242,116,62,46,38,167,114,45,33,55,51,122,84,0,13,0,13,5,10,5,8,0,13,10,15,10,15,0,13,0,13,79,42,58,44,21,28,0,13,50,48,42,38,65,49,28,43,411,142,69,55,77,46,250,98,107,69,136,73,39,32,0,13,0,13,1292,260,59659.0,16095.0,133,67,1428,293,855,242,869,241,42,46,630,115,588,112,0,13,0,13,588,112,70,50,518,117,588,112,516,98,588,112
"Block Group 3, Census Tract 210.05, Union County, North Carolina",0,13,0,13,13,15,14,14,0,13,13,20,65,40,0,13,1039,217,16,17,11,17,48,25,25,27,26,25,0,13,10,16,0,13,69,34,10,13,20,23,0,13,52.0,6.0,0,13,286,158,1500000US371790210053,37,179,021005,3,697,176,0,13,0,13,0,13,0,13,56,88,0,13,56,88,1039,217,423,151,501,158,137,85,9,14,82,56,38,29,94,49,81,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,15,14,14,0,13,13,20,27,27,38,41,0,13,296,83,0,13,50,34,86,50,111,57,130,64,45,50,0,13,18,21,879,185,49250.0,14282.0,89,58,934,200,543,169,578,175,37,44,531,105,494,96,0,13,19,23,494,96,29,31,465,93,494,96,279,83,494,96
"Block Group 1, Census Tract 210.06, Union County, North Carolina",41,44,18,25,63,55,22,19,0,13,98,87,259,297,43,43,1588,635,12,18,6,9,39,42,37,36,7,12,0,13,13,20,52,42,19,16,6,11,0,13,0,13,47.0,7.0,22,38,6,11,1500000US371790210061,37,179,021006,1,1477,571,57,79,0,13,0,13,0,13,26,34,0,13,26,34,1588,635,548,219,583,224,22,25,29,22,263,227,19,31,66,39,16,19,0,13,0,13,6,11,14,16,29,40,28,40,214,297,15,18,0,13,21,26,41,31,66,38,35,42,38,41,238,297,64,49,0,13,221,216,0,13,0,13,164,97,96,87,319,140,84,36,38,33,36,42,986,312,250001.0,,81,50,1044,321,673,285,673,285,0,13,550,226,550,226,0,13,21,29,550,226,0,13,550,226,550,226,530,227,550,226
"Block Group 2, Census Tract 210.06, Union County, North Carolina",72,60,57,34,52,35,28,24,76,54,36,29,68,40,47,33,1485,316,11,17,33,38,0,13,8,14,9,14,0,13,34,51,0,13,0,13,16,17,0,13,0,13,39.0,7.0,139,98,43,91,1500000US371790210062,37,179,021006,2,1087,275,193,215,0,13,0,13,0,13,23,25,0,13,23,25,1485,316,565,139,658,176,64,50,49,32,121,105,96,59,89,75,52,42,0,13,7,11,9,14,19,21,0,13,9,14,14,16,17,19,11,17,46,30,46,34,34,27,0,13,29,27,68,40,47,33,0,13,68,72,7,12,25,33,87,69,91,98,502,113,116,63,21,25,27,32,972,222,176563.0,59905.0,31,35,1049,245,883,233,894,234,21,33,508,98,487,96,0,13,0,13,487,96,48,67,439,100,487,96,429,84,487,96
"Block Group 3, Census Tract 210.06, Union County, North Carolina",60,47,149,55,142,60,98,49,47,39,155,73,210,84,79,48,2677,390,17,19,18,22,29,21,3,8,9,15,8,15,21,23,20,21,54,55,3,8,0,13,0,13,42.0,1.0,103,82,9,14,1500000US371790210063,37,179,021006,3,2343,394,132,107,0,13,2,4,0,13,88,89,0,13,88,89,2677,390,1064,222,1127,220,132,68,127,89,163,88,72,45,72,39,46,36,0,13,0,13,0,13,31,28,0,13,45,51,18,20,7,14,49,40,104,55,91,54,166,67,6,10,150,71,189,84,88,50,0,13,119,70,4,7,33,28,110,69,86,49,910,260,279,87,40,41,45,30,1639,279,203750.0,59586.0,90,66,1737,296,1501,286,1535,288,0,13,795,135,795,135,0,13,0,13,795,135,13,19,782,136,795,135,795,135,795,135
